text,author
Margot was too beautiful for Macomber to divorce her and Macomber had too much money for Margot ever to leave him.,prajwal
"""For just one moment I wished I was back in the old Vallambrosa, starving and hoping.",Henry
And then a weird and gorgeous musical comedy engaged their attention.,Henry
It is always hanging around and following me about.,Twain
"Still this now, that he had, was very easy; and if it was no worse as it went on there was nothing to worry about.",prajwal
"“He comes here at six o’clock, don’t he”?",prajwal
"“Avanti, ” George said.",prajwal
"At the end of that time his wife came into the tent, lifted her mosquito bar and crawled cozily into bed.",prajwal
The trail went up into the hills and the cattle in the summer were shy as deer.,prajwal
"He saw his worthless days, his wrong desires, his dead hopes, the lost power of his mind.",Henry
There was no war to mar it.,Twain
"The road ran on, dipping occasionally, but always climbing.",prajwal
“I surely was!,Henry
“How strange”!,prajwal
Give me your watch.,Henry
They said it was rumoured that the enemy were advancing in our direction from over Hyde's prairie.,Twain
"He waved to Helen and to the boys and, as the clatter moved into the old familiar roar, they swung around with Compie watching for warthog holes and roared, bumping, along the stretch between the fires and with the last bump rose and he saw them all standing below, waving, and the camp beside the hill, flattening now, and the plain spreading, clumps of trees, and the bush flattening, while the game trails ran now smoothly to the dry waterholes, and there was a new water that he had never known of.",prajwal
“What should we drink”?,prajwal
It is quite within the probabilities that this same thing was happening all over the South.,Twain
There was nothing to do.,Twain
If he only had spoken earlier!,Henry
The men had moved off up the road to sit in the dark and smoke out of range of the noise she made.,prajwal
If any supplies have come I’ll bring them down tonight.,prajwal
It was a time of great and exalting excitement.,Twain
There was a heavy dew and as the wheels went through the grass and low bushes he could smell the odor of the crushed fronds.,prajwal
When a Pittsburger wants to spend money and have a good time he stays at home.,Henry
And my!,Twain
"<  3  >      Then he cocked his head down and took another look; he glances up perfectly joyful, this time; winks his wings and his tail both, and says, ""Oh, no, this ain't no fat thing, I reckon!",Twain
"I was feeling almost cheerful now; then suddenly I thought:  Why, what would life be without my puppy!",Twain
“I don’t know what I want to eat”.,prajwal
The blood had flowed down into a pool where his body sagged the bunk.,prajwal
"And now I will tell you all about it, since you have treated me so well.",Twain
That is one sample of us.,Twain
They sat together at a table that was close against the wall near the door of the café and looked at the terrace where the tables were all empty except where the old man sat in the shadow of the leaves of the tree that moved slightly in the wind.,prajwal
But what about the rest that he had never written?,prajwal
Nick lay on the bunk.,prajwal
Soapy’s mind was ready for something like this.,Henry
"I want to turn loose my hold on everything, and go sailing down, down, just like one of those poor, tired leaves"".",Henry
"Suppose a collector with a bill for paints, paper and canvas should, in traversing this route, suddenly meet himself coming back, without a cent having been paid on account!",Henry
We’ll let him stiffen up a bit and then you and I’ll go in and have a look for him”.,prajwal
"I wrought again; and when I had made a good deal of fire-dust I emptied it into a handful of dry brown grass, intending to carry it home and keep it always and play with it; but the wind struck it and it sprayed up and spat out at me fiercely, and I dropped it and ran.",Twain
"If she had only touched it, he would know it.",Henry
"“I wish you wouldn’t,” Nick said.",prajwal
Then he spoke in Swahili to the two gun-bearers who looked the picture of gloom.,prajwal
"Why, the doctor told me this morning that your chances for getting well real soon were - let's see exactly what he said - he said the chances were ten to one!",Henry
“Why not stay in camp”?,prajwal
What a riddle it all was!,Twain
"I seemed groping among the tombs and invading the privacy of the dead, that first night I climbed up to my quarters.",Twain
"You would be surprised to find how far off they are, for they do not look it.",Twain
"""Helping, dear?",Twain
“Behave myself?,prajwal
But now I hate it.,prajwal
You're up against real life now.,Henry
"It was beautiful, surpassingly beautiful, enchantingly beautiful; and now it is lost, and I shall not see it any more.",Twain
"""I'll be hanged if I heard a word of it"".",Twain
Boys will skin him out.,prajwal
"Making it cold, no time to get it, he couldn’t find his own after the cave-in, one whole end had caved in; it was that started them; making it cold up that slope the only time he hadn’t done it stinking.",prajwal
“I was a little angry.,prajwal
THE HILLS ACROSS THE VALLEY OF THE Ebro were long and white.,prajwal
"""He's as mad as a cat that's lost a mouse,"" said Kernan, hanging up the receiver and coming out.",Henry
“I don’t care about me”.,prajwal
Sprowls and Mooney had the room for three months.,Henry
"""Give me the onion,"" she repeated.",Henry
asked Margot.,prajwal
She found it at last.,Henry
The two dined in a Broadway restaurant.,Henry
“I wish he would go home.,prajwal
Let me repeat it.,prajwal
The gas is here.,Henry
"It was an odor like verbena and he liked this early morning smell of the dew, the crushed bracken and the look of the tree trunks showing black through the early morning mist, as the car made its way through the untracked, parklike country.",prajwal
At Thirty-fourth Street young Richard quickly thrust up the trap and ordered the cabman to stop.,Henry
"“I don’t know,” said Al.",prajwal
"Tell you what I'll do,' he says.",Henry
She went quickly to the bedside.,Henry
"The good Brants gave all their time and attention to vain endeavors to regulate Georgie; they said, with grateful tears in their eyes, that Eddie needed no efforts of theirs, he was so good, so considerate, and in all ways so perfect.",Twain
